Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,CustomerID,Age,Age Group,Gender
6320-1,12-06-2016,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,14-06-2016,1.31,2.84,1.53,33.0,23.8,8.0,2.14,21.66,0.93,22.59,322192,74,65+,Female
6321-1,02-06-2016,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,04-06-2016,1.31,2.84,1.53,29.0,25.56,7.0,2.04,23.52,0.93,24.45,773178,69,65+,Female
6321-1,11-06-2016,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Pack,Express Air,12-06-2016,1.31,2.84,1.53,27.0,25.56,3.0,2.04,23.52,0.93,24.45,724284,26,25-34,Female
6321-1,14-06-2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,Steady Liquid Accent Tank-Style Highlighters,Furniture,Large Box,Regular Air,14-06-2016,1.31,2.84,1.53,14.0,25.56,0.0,2.04,23.52,0.93,24.45,559929,53,45-54,Female
6321-1,23-04-2016,Heather Kirkland,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,25-04-2016,19.83,30.98,11.15,40.0,661.3,4.0,55.92,646.05,19.51,596.55,858049,29,25-34,Male
6321-1,03-09-2016,Cynthia Voltz,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Critical,TechSavi Access Keyboard,Technology,Medium Box,Regular Air,05-09-2016,10.07,15.98,5.91,3.0,479.4,1.0,38.35,444.05,4.0,445.55,795518,57,55-64,Male
6321-1,25-06-2016,Cindy Chapman,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Low,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,27-06-2016,1.31,2.84,1.53,42.0,25.56,1.0,2.04,23.52,0.93,24.45,435332,34,25-34,Female
6321-1,11-06-2016,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,12-06-2016,1.31,2.84,1.53,4.0,25.56,0.0,2.04,23.52,0.93,24.45,207852,32,25-34,Female
6321-1,11-06-2016,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Steady Liquid Accent Tank-Style Highlighters,Technology,Jumbo Drum,Delivery Truck,12-06-2016,1.31,2.84,1.53,18.0,25.56,9.0,2.04,23.52,0.93,24.45,103271,79,65+,Female
6321-1,11-06-2016,Chuck Clark,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Consumer,Natasha Song,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,12-06-2016,1.31,2.84,1.53,27.0,25.56,7.0,2.04,23.52,0.93,24.45,451126,20,18-24,Male
6322-1,26-09-2016,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan 481 Labels,Furniture,Large Box,Regular Air,28-09-2016,1.94,3.08,1.14,7.0,163.72,2.0,53.56,161.72,0.99,162.05,584307,74,65+,Male
6322-1,13-06-2016,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Medium,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Regular Air,15-06-2016,32.02,152.48,120.46,10.0,1829.76,5.0,182.98,1646.78,4.0,1650.78,671537,63,55-64,Female
6322-1,08-12-2015,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan 481 Labels,Technology,Medium Box,Regular Air,09-12-2015,1.94,3.08,1.14,2.0,116.88,1.0,8.15,108.33,0.99,119.48,105710,49,45-54,Female
6322-1,25-06-2016,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Colored Envelopes,Technology,Small Pack,Regular Air,27-06-2016,2.25,3.69,1.44,18.0,246.18,4.0,2.46,243.72,2.5,253.82,108034,36,35-44,Female
6322-1,30-06-2016,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Home Office,Phoebe Gour,Critical,Artisan 474 Labels,Office Supplies,Small Box,Express Air,01-07-2016,1.84,2.88,1.04,50.0,13.86,9.0,0.0,13.86,0.99,12.45,967073,24,18-24,Female
6322-1,05-07-2016,Astrea Jones,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,06-07-2016,1.84,2.88,1.04,18.0,63.4,4.0,5.14,57.66,0.99,60.51,247020,46,45-54,Male
6322-1,09-12-2016,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Bagged Rubber Bands,Office Supplies,Wrap Bag,Express Air,10-12-2016,0.24,1.26,1.02,13.0,20.8,2.0,0.42,20.38,0.7,22.78,682070,49,45-54,Male
6323-1,15-01-2015,Clay Rozendal,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Medium,Unpadded Memo Slips,Office Supplies,Wrap Bag,Express Air,17-01-2015,2.59,3.98,1.39,19.0,23.32,3.0,4.69,21.89,2.97,23.94,755610,34,25-34,Female
6324-1,19-12-2015,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Critical,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,21-12-2015,2.31,3.78,1.47,32.0,123.98,6.0,12.25,123.55,0.71,129.47,997061,57,55-64,Female
6324-1,17-01-2016,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Artisan 48 Labels,Technology,Small Box,Regular Air,19-01-2016,3.84,6.3,2.46,37.0,242.18,10.0,26.26,203.58,0.5,214.77,743961,42,35-44,Female
6324-1,16-09-2015,Mitch Webber,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Low,Binder Posts,Technology,Small Box,Regular Air,21-09-2015,3.5,5.74,2.24,17.0,41.62,9.0,4.63,48.07,5.01,45.65,824785,65,65+,Male
6324-1,25-06-2016,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,27-06-2016,3.84,6.3,2.46,15.0,246.16,0.0,2.46,243.7,0.5,249.84,836141,19,18-24,Male
6324-1,03-04-2016,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,03-04-2016,1.53,2.78,1.25,19.0,72.3,0.0,2.29,60.97,1.34,72.62,210350,71,65+,Male
6324-1,21-09-2016,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Low,Artisan 481 Labels,Office Supplies,Wrap Bag,Express Air,21-09-2016,1.94,3.08,1.14,33.0,19.92,7.0,1.59,17.21,0.99,17.8,864406,54,45-54,Male
6324-1,07-02-2017,MaryBeth Skach,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,07-02-2017,2.9,4.76,1.86,15.0,42.44,0.0,2.48,39.64,0.88,46.24,899124,36,35-44,Male
6324-1,02-08-2015,George Beck,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,04-08-2015,1.94,3.08,1.14,14.0,11.28,0.0,0.79,11.08,0.99,12.95,808207,46,45-54,Male
6325-1,03-04-2016,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,03-04-2016,1.18,1.88,0.7,41.0,35.2,6.0,2.52,32.78,1.49,33.19,906073,28,25-34,Male
6325-1,14-06-2016,Edward Nazzal,"485 Crown St,Surry Hills",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,Adesso Programmable 142-Key Keyboard,Furniture,Small Pack,Regular Air,16-06-2016,32.02,152.48,120.46,24.0,5641.76,7.0,564.18,5077.58,4.0,5081.58,542078,65,65+,Female
6325-1,02-08-2016,Dean Percer,"222 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Critical,PastelOcean Color Pencil Set,Office Supplies,Small Pack,Regular Air,04-08-2016,11.11,19.84,8.73,49.0,1007.53,2.0,60.36,926.35,4.1,938.53,253596,44,35-44,Male
6325-1,20-06-2016,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,20-06-2016,1.76,2.94,1.18,22.0,67.36,10.0,3.93,63.89,0.81,63.79,147823,47,45-54,Female
6325-1,23-10-2016,Lugen Donell,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Medium,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,25-10-2016,0.94,2.08,1.14,50.0,63.56,8.0,4.64,62.97,2.56,66.75,671571,22,18-24,Female
6325-1,15-01-2015,Clay Rozendal,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,12 Colored Short Pencils,Office Supplies,Small Box,Express Air,17-01-2015,1.09,2.6,1.51,45.0,73.78,8.0,4.69,63.27,2.4,63.78,573759,79,65+,Female
6325-1,20-11-2016,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,21-11-2016,0.93,1.6,0.67,34.0,73.82,3.0,2.37,76.29,1.29,76.28,417688,49,45-54,Male
6325-1,28-04-2015,Cindy Schnelling,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Medium,HFX LaserJet 3310 Copier,Office Supplies,Wrap Bag,Regular Air,01-05-2015,377.99,599.99,222.0,37.0,27599.54,10.0,1913.97,22661.57,24.49,2897.59,858317,50,45-54,Male
6325-2,14-06-2016,Edward Nazzal,"485 Crown St,Surry Hills",Sydney,NSW,Home Office,Leighton Forrest,High,Laser DVD-RAM discs,Office Supplies,Wrap Bag,Regular Air,16-06-2016,20.18,35.41,15.23,12.0,1062.3,10.0,84.98,977.32,1.99,979.31,389358,59,55-64,Male
6325-2,19-01-2016,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Laser DVD-RAM discs,Office Supplies,Wrap Bag,Regular Air,19-01-2016,20.18,35.41,15.23,15.0,1062.3,1.0,84.98,977.32,1.99,979.31,558723,46,45-54,Female
6326-1,08-12-2016,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,MalayichSavi Cordless Navigator Duo,Office Supplies,Wrap Bag,Regular Air,12-12-2016,42.11,80.98,38.87,8.0,35.44,4.0,2.47,32.77,7.18,33.47,152543,68,65+,Female
6326-1,20-09-2016,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,20-09-2016,0.93,1.6,0.67,50.0,66.06,9.0,0.55,62.36,1.29,63.26,231700,50,45-54,Male
6326-1,11-04-2016,Corey Lock,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Smiths Gold Paper Clips,Technology,Small Box,Regular Air,12-04-2016,1.82,2.98,1.16,31.0,83.76,0.0,4.57,75.99,1.58,7.59,924665,30,25-34,Female
6326-1,20-10-2015,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,24-10-2015,1.94,3.08,1.14,15.0,7.92,3.0,0.63,7.29,0.99,12.25,958999,24,18-24,Male
6326-1,03-04-2016,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,03-04-2016,21.56,36.55,14.99,29.0,585.56,10.0,29.27,528.75,13.89,536.52,184195,61,55-64,Female
6326-1,02-05-2016,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Express Air,03-05-2016,1.18,1.88,0.7,30.0,25.62,5.0,2.48,23.52,1.49,24.45,461632,21,18-24,Male
6326-1,21-05-2016,John Lucas,"53-55 Liverpool Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Technology,Small Pack,Express Air,22-05-2016,54.29,90.48,36.19,37.0,1850.38,9.0,137.09,1598.64,19.99,1648.45,842764,75,65+,Female
6326-1,24-08-2016,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,25-08-2016,216.0,449.99,233.99,11.0,4399.8,4.0,27.18,4306.56,24.49,3736.61,395929,29,25-34,Male
6327-1,12-01-2016,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Not Specified,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Technology,Small Box,Express Air,14-01-2016,21.56,35.94,14.38,25.0,4567.52,0.0,493.37,4514.69,6.66,4415.92,987438,45,45-54,Male
6327-1,11-10-2016,Lie Pelle Rcce,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,12-10-2016,1.53,2.78,1.25,40.0,114.31,3.0,7.72,104.09,1.34,101.48,612014,30,25-34,Female
6327-1,04-02-2016,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,05-02-2016,54.29,90.48,36.19,11.0,2442.96,4.0,0.0,2462.96,19.99,2456.25,598482,67,65+,Male
6328-1,14-06-2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,19-06-2016,0.71,1.14,0.43,48.0,35.34,5.0,2.47,32.87,0.7,33.57,499713,33,25-34,Female
6328-1,12-03-2016,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Consumer,Tina Carlton,High,OIC Thumb-Tacks,Technology,Large Box,Regular Air,12-03-2016,0.71,1.14,0.43,49.0,35.34,6.0,2.47,32.87,0.7,33.57,447359,63,55-64,Male
6328-1,14-06-2016,Christina Anderson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,Natasha Song,Not Specified,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,15-06-2016,0.71,1.14,0.43,42.0,35.34,10.0,2.47,32.87,0.7,33.57,912367,79,65+,Female
6328-1,13-02-2016,Michael Kennody,"73 MacLeay St,Potts Point",Sydney,NSW,Corporate,Natasha Song,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,21-02-2016,4.79,11.97,7.18,46.0,223.62,7.0,22.28,221.19,5.81,224.76,146056,52,45-54,Female
6328-1,14-06-2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,14-06-2016,0.71,1.14,0.43,25.0,35.34,3.0,2.47,32.87,0.7,33.57,938447,67,65+,Female
6328-1,08-12-2016,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Corporate,Nicholas Fernandes,High,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,12-12-2016,0.71,1.14,0.43,13.0,35.34,3.0,2.47,32.87,0.7,33.57,260657,30,25-34,Female
6328-1,14-06-2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,OIC Thumb-Tacks,Office Supplies,Small Pack,Regular Air,14-06-2016,0.71,1.14,0.43,10.0,35.34,1.0,2.47,32.87,0.7,33.57,633981,61,55-64,Female
6328-1,14-06-2016,Nivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,19-06-2016,0.71,1.14,0.43,50.0,35.34,8.0,2.47,32.87,0.7,33.57,355207,79,65+,Male
6328-1,08-12-2016,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Consumer,Nicholas Fernandes,Not Specified,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,12-12-2016,0.71,1.14,0.43,6.0,35.34,9.0,2.47,32.87,0.7,33.57,300259,27,25-34,Male
6328-1,10-12-2016,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Home Office,Natasha Song,Medium,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,13-12-2016,0.71,1.14,0.43,50.0,35.84,8.0,1.47,32.77,0.7,33.57,234035,66,65+,Female
6328-1,31-05-2016,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,03-06-2016,1.6,2.62,1.02,47.0,32.88,4.0,1.02,23.55,0.8,21.96,708815,71,65+,Female
6329-1,29-01-2016,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Low,Artisan 488 Labels,Office Supplies,Wrap Bag,Regular Air,31-01-2016,2.29,3.69,1.4,41.0,195.84,10.0,0.0,193.14,0.5,196.12,175291,28,25-34,Male
6329-1,04-12-2014,Jennifer Jackson,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Laser DVD-RAM discs,Office Supplies,Wrap Bag,Regular Air,05-12-2014,20.18,35.41,15.23,43.0,1705.69,2.0,39.41,1905.48,1.99,1908.95,211540,41,35-44,Female
6329-1,24-08-2016,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,24-08-2016,4.79,11.97,7.18,38.0,439.88,0.0,26.39,411.39,5.81,421.69,985406,58,55-64,Male
6329-1,10-11-2016,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Artisan Poly Binder Pockets,Technology,Jumbo Drum,Delivery Truck,12-11-2016,2.26,3.58,1.32,2.0,126.84,7.0,6.29,125.73,5.47,126.73,116706,74,65+,Female
6329-1,15-09-2016,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,16-09-2016,4.46,10.89,6.43,8.0,434.48,10.0,7.24,410.2,4.5,414.39,487407,46,45-54,Male
6330-1,15-06-2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,16-06-2016,0.9,2.1,1.2,8.0,65.1,1.0,5.21,59.89,0.7,60.59,903552,33,25-34,Female
6330-1,21-05-2016,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,22-05-2016,3.32,5.18,1.86,40.0,30.84,4.0,1.02,20.86,2.04,31.96,778733,62,55-64,Male
6330-1,12-02-2014,Julie Prescott,"483 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,Natasha Song,Medium,UGen Ultra Cordless Optical Suite,Office Supplies,Wrap Bag,Regular Air,13-02-2014,54.52,100.97,46.45,47.0,1559.98,2.0,14.59,1597.69,7.18,1600.38,887131,41,35-44,Female
6330-1,13-02-2016,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,Low,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,16-02-2016,2.31,3.78,1.47,22.0,85.18,7.0,52.51,89.35,0.71,90.99,497249,61,55-64,Male
6330-1,15-06-2016,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Low,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,17-06-2016,0.9,2.1,1.2,32.0,65.1,10.0,5.21,59.89,0.7,60.59,731950,50,45-54,Male
6330-1,31-10-2016,Rick Wilson,"73 MacLeay St,Potts Point",Sydney,NSW,Consumer,Natasha Song,Critical,Smiths General Use 3-Ring Binders,Technology,Small Pack,Regular Air,31-10-2016,1.18,1.88,0.7,16.0,65.1,3.0,5.21,59.89,1.49,60.59,177325,35,35-44,Male
6330-1,22-03-2016,Trowa Kalle,"2/797 Botany Rd,Rosebery",Sydney,NSW,Consumer,Samantha Chairs,Low,OIC Thumb-Tacks,Office Supplies,Small Pack,Regular Air,23-03-2016,0.71,1.14,0.43,49.0,3.18,8.0,0.04,5.08,0.7,6.58,500525,20,18-24,Female
6330-1,15-06-2016,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Technology,Small Box,Regular Air,17-06-2016,0.9,2.1,1.2,7.0,65.1,4.0,5.21,59.89,0.7,60.59,109351,50,45-54,Female
6330-1,29-03-2016,Alan Dominguez,"30 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,High,Apex Preferred Stainless Steal Scissors,Office Supplies,Small Box,Express Air,31-03-2016,2.5,5.68,3.18,21.0,239.0,1.0,2.69,236.59,3.6,223.29,150029,53,45-54,Female
6330-1,25-06-2016,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Assorted Color Push Pins,Office Supplies,Small Box,Regular Air,27-06-2016,0.87,1.81,0.94,12.0,23.8,4.0,2.14,21.66,0.75,22.59,578909,30,25-34,Female
6330-1,22-05-2016,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Small Box,Regular Air,24-05-2016,21.56,35.94,14.38,4.0,1099.6,5.0,0.0,1028.58,6.66,1052.37,875604,21,18-24,Female
6330-1,14-06-2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,TechSavi Cordless Elite Duo,Office Supplies,Small Box,Regular Air,18-06-2016,60.59,100.98,40.39,22.0,235.2,7.0,2.48,230.59,7.18,234.99,386466,54,45-54,Female
6331-1,11-08-2016,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,13-08-2016,2.98,5.84,2.86,23.0,1075.16,5.0,0.0,1191.52,0.83,1140.68,420838,26,25-34,Female
6331-1,12-09-2015,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,17-09-2015,1.94,3.08,1.14,23.0,11.88,7.0,0.92,10.73,0.99,11.93,161310,74,65+,Male
6332-1,10-12-2013,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Medium,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Express Air,12-12-2013,156.5,300.97,144.47,28.0,6251.38,3.0,434.62,5514.58,7.18,5314.55,892874,73,65+,Female
6332-1,17-07-2016,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,18-07-2016,2.5,5.68,3.18,1.0,124.82,0.0,9.24,113.06,3.6,112.36,811738,61,55-64,Female
6332-1,17-12-2016,Theresa Coyne,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Not Specified,DrawIt Pizazz Watercolor Pencils,Office Supplies,Small Box,Regular Air,19-12-2016,1.76,2.94,1.18,8.0,112.0,1.0,4.48,107.52,0.81,108.82,361940,61,55-64,Female
6332-1,20-11-2016,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Low,Steady Liquid Accent Tank-Style Highlighters,Furniture,Small Pack,Regular Air,21-11-2016,1.31,2.84,1.53,11.0,69.9,6.0,2.39,63.58,0.93,64.59,834599,77,65+,Female
6332-1,28-12-2016,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Consumer,Samantha Chairs,Low,UGen Ultra Professional Cordless Optical Suite,Technology,Medium Box,Regular Air,29-12-2016,156.5,300.97,144.47,27.0,2459.68,1.0,417.2,2246.75,7.18,2246.75,893004,41,35-44,Male
6332-1,07-02-2017,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan 481 Labels,Furniture,Small Pack,Regular Air,04-02-2017,1.94,3.08,1.14,44.0,12.6,3.0,2.09,12.34,0.99,12.24,692128,23,18-24,Male
6333-1,29-03-2016,Phillip Flatsman,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,Artisan 474 Labels,Technology,Small Box,Express Air,29-03-2016,1.84,2.88,1.04,32.0,21.8,1.0,0.24,21.65,0.99,22.24,127766,41,35-44,Male
6333-1,19-06-2016,John Huston,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Home Office,Natasha Song,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,20-06-2016,2.5,5.68,3.18,38.0,153.36,0.0,4.6,148.76,3.6,152.36,740520,64,55-64,Female
6333-1,20-09-2015,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Alto Keyboard-In-A-Box,Office Supplies,Small Box,Regular Air,21-01-2015,6.4,29.1,22.7,44.0,459.86,9.0,39.13,435.75,4.0,449.51,852753,40,35-44,Male
6334-1,26-09-2016,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Not Specified,TechSavi Cordless Elite Duo,Office Supplies,Small Box,Regular Air,26-09-2016,60.59,100.98,40.39,6.0,309.6,9.0,18.58,297.62,7.18,290.08,460517,57,55-64,Male
